	A1	A2	A3	B1	B2	B3	C1	C2	C3
gene_2266	47	37	36	32	40	27	126	139	118
gene_2267	2	4	24	19	6	0	1	2	39
gene_2268	416	223	224	524	319	205	1849	1342	1012
gene_2269	1	6	3	2	1	2	0	13	39
gene_2270	6	0	2	0	5	17	15	7	39
gene_2271	49	46	64	88	53	58	343	214	285
gene_2272	21	29	13	23	41	31	102	77	105
gene_2273	72	67	64	86	107	21	359	402	360
gene_2274	30	29	20	24	45	27	111	125	98
gene_2275	4	7	12	5	3	0	19	16	12
gene_2276	121	15	48	42	51	54	178	121	403
gene_2277	10	7	10	4	3	6	54	34	45
gene_2278	1	1	1	1	7	12	0	2	1
gene_2279	35	35	42	42	32	34	149	147	92
gene_2280	15	25	14	11	17	10	103	81	43
gene_2281	66	42	38	57	50	47	189	173	206
gene_2282	38	72	75	76	61	62	353	291	316
gene_2283	14	12	2	19	9	4	80	34	14
gene_2284	46	8	41	16	25	16	106	55	187
gene_2285	2	1	0	0	0	0	0	5	3
gene_2286	18	23	3	18	24	54	78	71	83
gene_2287	29	80	93	42	37	59	330	399	120
gene_2288	21	9	1	2	17	32	78	1	21
gene_2289	38	24	44	46	20	32	170	160	98
gene_2290	34	49	36	20	83	27	301	328	42
gene_2291	33	20	21	23	15	35	126	113	65
gene_2292	4	67	5	27	25	9	11	82	63
gene_2293	20	22	21	9	8	16	88	91	104
gene_2294	0	0	2	33	48	1	26	95	13
gene_2295	0	0	17	5	0	1	17	62	32
gene_2296	0	0	1	1	0	1	0	1	0
gene_2297	0	5	0	4	0	2	6	6	0
gene_2298	132	452	379	402	208	391	377	827	1586
gene_2299	3	4	3	6	12	5	16	13	19
gene_2300	6	7	8	9	4	4	18	35	23
gene_2301	3	0	1	5	0	0	2	5	11
gene_2302	3	2	8	5	1	4	13	12	35
gene_2303	23	7	14	15	13	13	33	71	77
gene_2304	74	31	64	45	51	43	202	202	201
gene_2305	64	45	80	31	43	48	161	170	128
gene_2306	21	3	17	12	54	26	441	107	101
gene_2307	11	9	4	1	22	5	7	16	98
gene_2308	98	75	73	82	81	65	252	293	218
gene_2309	39	30	47	20	27	28	121	119	87
gene_2310	0	2	1	1	0	0	1	2	1
gene_2311	64	59	81	77	64	49	296	320	254
gene_2312	0	0	0	0	3	4	4	2	3
gene_2313	348	310	175	308	188	227	967	1204	875
gene_2314	424	321	516	583	642	317	635	982	1983
gene_2315	59	82	100	42	91	31	203	652	302
gene_2316	2	2	7	10	15	9	28	32	40
gene_2317	107	43	23	46	30	32	102	136	200
gene_2318	429	457	396	504	409	369	2075	1753	1858
gene_2319	47	69	43	39	55	36	211	178	221
gene_2320	151	106	148	104	115	109	604	478	457
gene_2321	3	3	5	15	2	3	94	10	2
gene_2322	2	0	0	0	0	0	1	1	2
gene_2323	8	9	45	8	21	0	10	21	86
gene_2324	10	9	10	2	0	1	5	24	4
gene_2325	31	47	53	54	51	34	159	257	156
gene_2326	29	12	8	17	23	14	69	110	48
gene_2327	75	93	75	92	75	70	349	290	334
gene_2328	0	0	1	0	0	0	13	0	16
gene_2329	68	130	83	33	34	46	422	222	364
gene_2330	1	4	5	11	3	3	4	0	2
gene_2331	2	5	2	0	0	0	1	0	0
gene_2332	138	109	86	81	141	85	362	372	496
gene_2333	0	2	1	0	0	0	0	0	0
gene_2334	1	0	6	16	3	4	56	11	197
gene_2335	75	76	85	65	119	42	322	318	326
gene_2336	0	1	0	0	2	0	3	36	3
gene_2337	52	31	76	59	21	36	185	167	196
gene_2338	90	116	73	90	86	93	362	349	336
gene_2339	2	9	25	13	5	0	152	13	406
gene_2340	88	98	83	42	45	97	261	227	571
gene_2341	43	48	50	36	21	35	191	125	89
gene_2342	1	4	3	0	4	0	17	22	2
gene_2343	3	40	37	10	43	33	186	47	63
gene_2344	28	22	85	27	32	23	192	319	117
gene_2345	13	3	0	2	0	0	96	15	1
gene_2346	412	354	393	347	406	406	1394	1662	1466
gene_2347	0	0	1	0	0	0	6	7	6
gene_2348	8	3	3	4	16	2	56	34	95
gene_2349	0	2	2	1	3	0	6	3	14
gene_2350	10	3	0	6	2	3	12	7	5
gene_2351	30	29	37	29	20	12	117	107	150
gene_2352	0	6	1	3	0	0	43	0	4
gene_2353	36	68	18	31	16	14	191	254	160
gene_2354	11	5	1	1	8	3	153	129	6
gene_2355	12	13	18	25	23	15	69	52	62
gene_2356	16	58	48	35	67	63	191	303	67
gene_2357	201	230	488	213	286	357	1350	1881	1523
gene_2358	15	11	20	25	5	15	57	48	44
gene_2359	1	0	0	1	0	1	20	3	0
gene_2360	48	44	57	49	45	42	151	170	136
gene_2361	93	27	36	54	41	36	190	253	211
gene_2362	206	285	238	271	257	231	1214	993	1208
gene_2363	30	12	6	45	1	3	70	21	140
gene_2364	294	297	268	295	308	289	1026	1130	1270
gene_2365	41	62	101	63	44	47	302	324	261
gene_2366	1	1	2	8	0	4	52	5	68
gene_2367	262	341	220	198	288	295	1405	1028	973
gene_2368	19	28	20	17	23	53	83	42	76
gene_2369	113	160	136	119	174	148	620	496	473
gene_2370	456	319	455	536	549	483	1945	2472	1865
gene_2371	56	69	33	53	26	60	115	330	328
gene_2372	27	18	38	49	23	22	85	80	244
gene_2373	79	39	60	64	38	39	107	290	83
gene_2374	0	5	0	2	1	0	3	0	12
gene_2375	15	6	8	15	7	3	12	5	47
gene_2376	2	5	2	4	0	1	6	1	19
gene_2377	25	29	37	35	44	39	146	163	129
gene_2378	39	63	52	86	83	30	282	214	269
gene_2379	1	0	0	0	0	1	0	5	0
gene_2380	33	27	20	44	22	49	195	148	102
gene_2381	0	31	1	1	1	73	121	87	226
gene_2382	79	72	210	90	209	97	788	561	462
gene_2383	0	0	1	0	0	0	0	2	1
gene_2384	755	544	569	654	594	713	3742	3025	2978
gene_2385	19	21	19	7	18	10	119	56	59
gene_2386	1	2	1	2	0	4	44	10	5
gene_2387	13	4	1	4	9	7	16	7	17
gene_2388	175	203	143	5	54	72	301	43	1995
gene_2389	166	143	147	132	208	87	592	550	717
gene_2390	55	71	56	58	63	35	145	253	179
gene_2391	0	0	0	1	0	0	0	6	1
gene_2392	12	21	17	21	20	10	40	55	75
gene_2393	0	0	1	1	1	2	6	2	7
gene_2394	0	0	0	2	0	0	2	0	1
gene_2395	50	34	44	58	48	62	190	184	159
gene_2396	0	2	1	13	4	0	59	43	61
gene_2397	0	0	1	0	0	0	1	6	0
gene_2398	0	0	1	0	0	0	2	0	0
gene_2399	62	49	56	39	59	84	248	220	149
gene_2400	80	104	105	55	100	74	356	359	329
gene_2401	1	7	18	5	2	25	130	19	12
gene_2402	2	0	0	2	1	3	7	10	6
gene_2403	3	5	1	3	3	5	6	5	11
gene_2404	36	33	29	36	21	38	74	152	135
gene_2405	224	198	238	171	210	229	588	703	593
gene_2406	25	112	61	48	1	21	327	8	85
gene_2407	11	11	1	1	4	4	15	64	37
gene_2408	14	4	13	1	1	0	44	24	29
gene_2409	87	23	48	10	29	31	165	127	233
gene_2410	1	5	2	0	6	1	10	2	3
gene_2411	10	6	12	8	7	39	20	37	23
gene_2412	27	21	36	31	21	49	116	111	140
gene_2413	36	70	6	30	58	29	71	32	121
gene_2414	84	91	97	84	84	81	355	407	266
gene_2415	0	2	1	0	4	5	0	6	8
gene_2416	275	272	284	267	280	288	1121	1214	1141
gene_2417	21	15	48	22	25	31	80	93	110
gene_2418	4	2	6	9	6	1	5	4	8
gene_2419	19	20	7	22	15	18	92	168	114
gene_2420	176	150	179	126	144	125	422	654	475
gene_2421	4	2	7	3	3	4	8	5	10
gene_2422	196	119	172	161	137	96	642	790	585
gene_2423	2	3	9	11	9	9	39	60	45
gene_2424	0	0	0	1	1	1	6	37	4
gene_2425	10	0	1	5	2	2	3	13	20
gene_2426	14	16	12	34	12	15	114	39	31
gene_2427	48	38	65	46	59	80	307	197	174
gene_2428	221	226	262	353	383	210	769	1516	1164
gene_2429	20	13	18	45	37	21	137	87	132
gene_2430	13	12	19	12	8	7	38	32	38
gene_2431	2	12	4	17	1	25	21	12	14
gene_2432	45	43	31	29	29	44	107	60	129
gene_2433	22	27	11	8	27	21	83	51	49
gene_2434	0	0	0	0	1	0	0	5	0
gene_2435	5	0	4	7	2	17	20	40	1
gene_2436	0	2	6	3	2	2	13	6	8
gene_2437	6	0	0	0	0	0	7	1	1
gene_2438	137	101	84	106	114	88	961	726	775
gene_2439	61	53	41	55	49	38	296	259	225
gene_2440	39	44	62	54	35	68	240	173	220
gene_2441	4	2	3	6	1	5	6	4	6
gene_2442	74	47	186	82	78	89	528	479	311
gene_2443	39	62	51	56	30	26	105	330	261
gene_2444	6	5	5	10	6	1	6	17	22
gene_2445	9	2	0	1	2	2	39	8	10
gene_2446	2	10	21	0	2	23	8	36	4
gene_2447	13	24	24	20	7	5	62	53	76
gene_2448	15	15	19	18	11	6	54	74	115
gene_2449	16	11	11	19	22	9	67	36	54
gene_2450	34	14	14	12	18	29	67	96	71
gene_2451	59	30	27	39	41	60	198	121	108
gene_2452	5	8	11	23	4	3	16	23	10
gene_2453	680	94	651	193	484	318	1024	363	437
gene_2454	1	1	0	1	3	1	2	10	5
gene_2455	216	432	175	300	223	385	1991	716	928
gene_2456	129	110	141	146	95	138	455	515	433
gene_2457	41	19	40	14	26	28	67	102	48
gene_2458	88	20	56	33	56	29	144	228	185
gene_2459	53	113	22	99	58	132	641	439	181
gene_2460	11	20	23	23	37	2	155	126	177
gene_2461	133	177	84	75	40	140	243	214	213
gene_2462	239	230	232	295	240	244	922	837	935
gene_2463	8	1	21	1	0	0	9	9	0
gene_2464	30	41	31	46	29	15	128	149	120
gene_2465	12	3	7	0	2	20	29	13	147
gene_2466	0	3	2	0	0	23	69	22	7
gene_2467	117	99	96	120	89	98	415	360	341
gene_2468	0	11	0	2	4	16	12	18	6
gene_2469	17	16	9	16	12	13	36	53	45
gene_2470	6	0	1	1	2	3	22	11	12
gene_2471	1	3	8	7	5	4	0	8	15
gene_2472	7	11	4	9	4	9	20	19	15
gene_2473	85	22	13	32	0	124	62	33	653
gene_2474	478	308	1470	497	282	517	1935	2116	525
gene_2475	65	47	63	58	67	54	221	230	210
gene_2476	207	127	192	59	262	130	253	627	788
gene_2477	142	250	153	60	73	198	1080	312	450
gene_2478	8	0	0	2	0	0	7	9	4
gene_2479	94	86	91	86	86	78	324	347	379
gene_2480	8	4	6	3	1	3	8	26	36
gene_2481	5	4	4	3	4	3	8	19	25
gene_2482	114	263	211	266	307	297	532	832	812
gene_2483	18	25	11	16	17	20	83	81	72
gene_2484	100	10	40	22	59	9	60	108	43
gene_2485	0	4	1	6	2	1	24	0	4
gene_2486	3	3	9	6	5	14	27	40	11
gene_2487	91	130	80	72	136	89	373	396	499
gene_2488	43	90	47	45	66	86	188	249	128
gene_2489	2	3	1	1	0	1	5	1	4
gene_2490	3	0	0	5	2	75	39	92	28
gene_2491	14	25	11	13	10	13	36	30	105
gene_2492	116	96	151	113	83	96	262	519	383
gene_2493	12	44	118	11	14	11	222	73	109
gene_2494	8	2	4	7	1	8	31	8	15
gene_2495	24	16	12	26	20	15	72	46	42
gene_2496	38	58	42	50	50	39	169	197	194
gene_2497	7	13	2	19	2	2	78	48	107
gene_2498	0	0	4	1	1	0	0	0	7
gene_2499	2	3	5	3	0	4	12	2	7
gene_2500	450	528	517	422	423	555	2105	2505	2236
gene_2501	35	32	36	33	56	25	32	36	61
gene_2502	30	7	1	0	27	4	0	6	20
gene_2503	28	19	9	4	14	16	1	1	4
gene_2504	3	0	13	7	15	8	0	2	0
gene_2505	10	3	5	8	11	7	10	10	10
gene_2506	79	48	20	28	60	60	197	57	41
gene_2507	16	21	44	37	23	17	26	38	24
gene_2508	6	0	13	0	5	2	0	13	2
gene_2509	29	17	25	27	19	50	28	45	25
gene_2510	144	138	114	129	101	131	98	70	80
gene_2511	94	102	46	43	88	76	99	84	78
gene_2512	7	23	6	12	11	53	5	11	16
gene_2513	12	9	35	17	19	16	30	30	13
gene_2514	20	24	16	36	21	28	42	30	21
gene_2515	200	39	87	199	84	267	74	180	82
gene_2516	26	21	37	34	22	16	40	19	16
gene_2517	0	0	0	0	0	6	2	0	0
gene_2518	133	109	99	138	100	101	84	108	110
gene_2519	71	66	75	71	78	69	79	77	74
gene_2520	0	11	5	0	6	0	0	0	2
gene_2521	44	40	37	38	35	29	38	33	26
gene_2522	59	43	36	47	48	59	74	70	17
gene_2523	1	1	0	0	3	2	1	0	1
gene_2524	2	0	0	9	13	2	0	7	0
gene_2525	15	15	44	15	27	6	20	12	6
gene_2526	30	18	16	10	16	11	14	11	15
gene_2527	145	171	215	133	145	205	85	113	186
gene_2528	8	2	4	2	1	0	6	4	1
gene_2529	20	18	23	22	0	1	6	7	1
gene_2530	32	34	35	15	59	17	18	47	17
gene_2531	14	1	0	5	3	0	41	5	0
gene_2532	0	1	0	0	0	4	0	0	0
gene_2533	37	37	36	35	43	47	33	33	36
gene_2534	2	1	2	1	0	1	1	2	0
gene_2535	22	14	44	24	9	134	24	24	114
gene_2536	0	0	1	2	1	0	1	3	3
gene_2537	84	62	83	183	163	139	93	97	107
gene_2538	47	32	16	30	32	51	35	50	30
gene_2539	2	0	3	0	5	0	2	0	0
gene_2540	128	94	110	93	124	127	119	129	110
gene_2541	41	32	41	21	32	27	45	36	38
gene_2542	239	232	341	349	274	278	293	175	274
gene_2543	14	32	18	16	42	38	16	28	49
gene_2544	1	3	0	0	1	15	0	0	0
gene_2545	4	12	14	23	23	0	25	7	73
gene_2546	45	21	25	26	24	57	7	42	7
gene_2547	80	2	60	197	1	3	27	31	28
gene_2548	19	28	13	13	26	21	9	18	12
gene_2549	43	41	53	35	24	32	41	24	37
gene_2550	35	27	39	45	36	45	42	62	39
gene_2551	1031	1267	1112	949	1036	1175	929	1154	842
gene_2552	44	29	35	44	53	31	45	15	46
gene_2553	24	33	31	24	25	14	21	28	18
gene_2554	54	5	22	21	64	74	62	36	38
gene_2555	108	75	59	102	185	140	62	53	106
gene_2556	68	31	86	33	45	24	47	49	29
gene_2557	3	8	8	13	11	14	7	8	6
gene_2558	0	0	0	1	2	0	0	1	0
gene_2559	1	6	5	16	8	0	12	6	11
gene_2560	507	555	577	476	506	412	552	486	461
gene_2561	14	25	8	29	8	27	81	24	16
gene_2562	0	1	0	0	1	11	1	6	1
gene_2563	0	0	0	1	1	2	1	2	1
gene_2564	5	18	19	6	21	2	17	11	14
gene_2565	209	226	133	182	141	173	140	159	171
gene_2566	1	1	0	2	3	2	2	2	8
gene_2567	0	2	0	1	1	0	0	0	1
gene_2568	29	1	0	7	15	18	25	3	5
gene_2569	6	7	3	4	2	6	13	8	5
gene_2570	22	10	8	22	11	14	19	9	23
gene_2571	5	3	3	3	3	0	7	0	2
gene_2572	83	84	86	165	84	124	88	174	56
gene_2573	42	58	43	35	59	38	70	96	70
gene_2574	96	48	94	105	61	84	175	84	121
gene_2575	270	474	550	411	192	211	208	102	344
gene_2576	22	10	18	15	11	8	6	10	9
gene_2577	20	22	10	10	26	10	19	29	26
gene_2578	82	67	62	87	34	65	51	37	93
gene_2579	20	25	18	24	28	13	21	21	14
gene_2580	313	265	217	397	216	313	287	248	245
gene_2581	43	72	47	65	56	36	42	49	43
gene_2582	11	31	8	30	59	31	13	1	33
gene_2583	3	7	0	0	4	7	11	1	1
gene_2584	1	0	0	0	0	0	0	1	1
gene_2585	50	52	28	56	62	88	90	88	89
gene_2586	16	1	5	0	0	0	0	0	14
gene_2587	224	137	290	551	99	59	379	423	395
gene_2588	100	87	91	88	89	74	102	93	107
gene_2589	98	98	60	123	55	94	83	181	81
gene_2590	0	0	6	0	1	1	0	0	0
gene_2591	17	18	6	16	10	22	32	17	10
gene_2592	24	26	21	19	44	22	33	26	22
gene_2593	367	141	116	244	336	120	223	259	229
gene_2594	0	1	2	1	0	4	11	0	2
gene_2595	37	5	26	82	18	13	8	53	13
gene_2596	34	11	21	15	13	26	26	4	8
gene_2597	35	15	32	41	40	29	30	57	24
gene_2598	30	20	18	21	21	42	26	19	34
gene_2599	133	132	145	104	88	112	127	87	87
gene_2600	1	1	0	0	3	1	0	9	15
gene_2601	20	43	33	30	45	34	32	25	26
gene_2602	1	2	1	5	0	3	0	1	5
gene_2603	43	48	69	37	55	37	39	42	57
gene_2604	45	58	52	32	48	45	58	45	41
gene_2605	51	4	0	0	57	9	127	3	59
gene_2606	135	183	115	209	113	66	284	136	110
gene_2607	3	9	0	0	0	11	1	1	1
gene_2608	233	196	100	79	236	127	196	80	237
gene_2609	84	70	39	134	54	196	45	163	155
gene_2610	41	35	21	66	61	53	17	13	35
gene_2611	2	6	0	11	6	3	14	25	7
gene_2612	9	12	39	7	14	10	6	25	5
gene_2613	1	1	5	7	0	8	7	3	4
gene_2614	2	7	16	8	4	13	5	14	2
gene_2615	0	0	0	0	0	0	26	1	0
gene_2616	8	16	14	11	19	9	11	21	10
gene_2617	0	5	0	2	0	0	2	0	9
gene_2618	128	122	112	78	101	119	108	109	162
gene_2619	6	3	4	1	12	9	2	2	9
gene_2620	1	1	0	2	1	1	0	1	1
gene_2621	69	75	55	58	75	43	60	50	71
gene_2622	31	30	35	39	36	36	52	45	35
gene_2623	305	234	245	330	290	315	321	223	194
gene_2624	6	64	76	12	29	29	75	69	31
gene_2625	121	39	33	36	11	22	60	14	64
gene_2626	9	6	4	6	13	7	12	10	6
gene_2627	1	1	0	0	1	0	0	6	0
gene_2628	22	25	19	9	23	20	22	21	15
gene_2629	0	3	0	2	3	0	1	0	0
gene_2630	67	25	59	69	66	69	52	33	36
gene_2631	0	0	0	0	0	0	1	0	3
gene_2632	2	0	0	1	0	0	0	0	3
gene_2633	61	32	64	55	110	66	46	60	58
gene_2634	3	5	2	3	5	3	2	4	5
gene_2635	164	217	202	124	145	114	150	135	195
gene_2636	31	5	18	2	11	20	5	8	3
gene_2637	47	108	135	62	59	79	90	79	54
gene_2638	445	292	347	201	239	425	371	190	204
gene_2639	37	36	31	47	41	39	24	33	44
gene_2640	0	2	3	2	0	0	1	0	0
gene_2641	9	0	0	0	29	0	1	26	2
gene_2642	1	1	6	3	3	3	4	0	3
gene_2643	101	76	85	107	85	179	82	96	99
gene_2644	40	54	49	56	37	46	52	39	59
gene_2645	4	3	3	1	0	2	5	4	5
gene_2646	118	170	104	102	115	158	84	174	183
gene_2647	192	315	262	126	381	201	77	120	143
gene_2648	15	19	16	12	17	17	14	20	17
gene_2649	5	12	12	13	18	6	13	13	14
gene_2650	5	2	5	7	3	5	7	3	4
gene_2651	17	7	12	11	15	6	49	21	8
gene_2652	0	0	1	4	0	9	1	0	0
gene_2653	144	144	93	135	164	135	151	138	170
gene_2654	49	63	39	21	45	26	124	38	48
gene_2655	3	1	0	10	0	0	2	0	1
gene_2656	35	28	34	8	32	23	15	12	25
gene_2657	13	29	28	21	22	47	16	30	28
gene_2658	18	2	14	43	7	12	35	46	97
gene_2659	0	11	12	2	0	18	0	11	16
gene_2660	3	0	2	0	5	0	9	2	0
gene_2661	17	25	34	18	14	38	12	16	33
gene_2662	0	2	1	7	0	0	1	0	0
gene_2663	0	1	0	0	2	0	3	0	2
gene_2664	57	28	57	59	53	38	53	41	77
gene_2665	155	272	252	257	169	205	204	199	262
gene_2666	1	6	0	0	0	10	17	0	0
gene_2667	11	2	8	3	5	7	1	2	2
gene_2668	7	5	3	9	10	9	7	9	10
gene_2669	24	28	59	39	51	22	69	83	48
gene_2670	71	85	97	76	63	96	106	91	76
gene_2671	402	366	266	172	315	206	189	222	147
gene_2672	6	3	5	7	7	5	3	9	28
gene_2673	2	7	6	6	5	3	0	13	7
gene_2674	921	1081	1163	1288	596	809	820	934	903
gene_2675	11	29	36	35	17	26	24	39	18
gene_2676	9	12	16	3	0	3	1	16	6
gene_2677	43	23	26	74	41	20	45	24	19
gene_2678	1	0	4	0	0	0	0	1	0
gene_2679	1	3	0	1	5	0	1	5	1
gene_2680	14	34	23	31	16	62	25	21	27
gene_2681	1	3	0	0	0	0	2	6	0
gene_2682	160	258	134	96	115	131	102	99	237
gene_2683	6	28	36	0	12	1	6	6	10
gene_2684	0	4	2	0	6	0	0	0	2
gene_2685	16	0	17	12	0	43	2	16	25
gene_2686	35	26	23	25	40	29	31	37	30
gene_2687	21	15	30	36	31	58	25	21	41
gene_2688	114	302	270	98	191	374	200	165	99
gene_2689	225	104	123	93	199	189	142	126	230
gene_2690	113	92	82	70	134	52	220	55	116
gene_2691	0	3	5	0	0	2	5	2	2
gene_2692	66	67	58	59	55	42	84	52	66
gene_2693	76	66	59	80	63	93	45	49	38
gene_2694	401	351	368	389	320	346	334	433	374
gene_2695	12	8	2	16	5	9	1	7	9
gene_2696	53	53	40	44	39	42	56	56	60
gene_2697	107	129	78	131	127	62	112	97	102
gene_2698	26	17	32	13	20	15	10	13	30
gene_2699	3	1	20	34	28	10	4	1	0
gene_2700	9	30	27	20	14	13	15	15	20
gene_2701	104	61	95	81	75	83	94	111	74
gene_2702	10	19	7	14	18	19	8	26	17
gene_2703	207	212	217	175	197	166	250	254	319
gene_2704	62	50	36	78	68	70	47	61	90
gene_2705	23	25	37	34	30	18	44	18	31
gene_2706	252	401	376	299	576	386	273	374	288
gene_2707	31	38	24	35	32	21	34	36	34
gene_2708	2	0	0	0	0	0	1	0	0
gene_2709	4	16	11	17	4	5	34	0	16
gene_2710	100	179	393	325	199	249	553	470	406
gene_2711	0	44	4	1	9	18	1	1	1
gene_2712	3	5	0	1	4	0	0	1	8
gene_2713	11	7	18	4	35	16	3	15	4
gene_2714	76	75	55	33	22	19	11	23	13
gene_2715	74	46	60	77	77	54	52	57	68
gene_2716	2	1	2	1	0	1	2	0	1
gene_2717	180	146	162	141	173	132	128	129	162
gene_2718	1	2	0	0	0	1	3	4	1
gene_2719	28	41	30	39	41	44	46	42	26
gene_2720	129	52	88	73	77	63	63	111	122
gene_2721	33	30	38	56	41	33	33	38	59
gene_2722	72	108	64	86	90	88	100	107	89
gene_2723	74	48	73	48	65	96	40	68	80
gene_2724	29	47	38	25	29	35	36	47	38
gene_2725	3	3	0	21	0	0	2	0	1
gene_2726	0	1	2	0	0	1	0	0	0
gene_2727	2	10	12	2	2	4	2	1	4
gene_2728	160	139	212	193	127	192	117	131	142
gene_2729	10	21	4	28	0	15	0	1	11
gene_2730	59	64	80	80	86	94	73	71	94
gene_2731	25	38	44	8	13	38	48	40	7
gene_2732	21	42	36	24	31	35	36	31	42
gene_2733	0	1	1	0	0	0	1	0	0
gene_2734	91	104	96	84	73	98	85	72	85
gene_2735	171	171	269	77	243	533	371	174	238
gene_2736	67	53	39	41	37	45	35	22	35
gene_2737	138	323	235	299	344	180	201	326	242
gene_2738	62	114	131	68	86	102	79	79	67
gene_2739	5	3	3	1	3	4	2	6	1
gene_2740	2	1	1	3	6	0	3	1	3
gene_2741	34	35	44	43	31	46	30	30	26
gene_2742	6	1	1	0	0	0	0	0	6
gene_2743	0	1	1	22	3	1	0	0	7
gene_2744	44	32	50	53	44	36	58	42	42
gene_2745	65	80	119	79	116	79	83	114	123
gene_2746	4	7	18	3	8	14	9	9	10
gene_2747	57	36	50	70	62	59	60	49	44
gene_2748	25	32	9	44	12	58	40	27	52
gene_2749	666	497	661	380	572	458	433	433	671
gene_2750	289	166	309	134	256	203	227	254	268
gene_2751	20	18	15	10	14	11	10	20	17
gene_2752	1	14	39	12	12	36	26	34	6
gene_2753	22	6	9	15	17	5	13	10	2
gene_2754	205	224	175	212	149	177	205	211	149
gene_2755	62	39	40	54	48	38	51	44	51
gene_2756	15	95	20	19	30	96	60	115	19
gene_2757	23	23	28	18	22	33	12	18	32
gene_2758	0	0	1	3	1	2	3	0	0
gene_2759	262	191	295	140	362	94	305	208	158
gene_2760	3	1	6	1	3	5	1	3	2
gene_2761	29	33	40	29	31	39	34	43	25
gene_2762	27	19	21	24	25	36	36	9	34
gene_2763	4	1	0	0	1	0	0	1	2
gene_2764	17	0	0	0	0	1	0	56	0
gene_2765	63	57	36	77	64	45	86	67	68
gene_2766	146	187	169	155	144	114	144	78	152
gene_2767	4	0	1	0	2	0	0	8	1
gene_2768	0	1	0	1	0	0	1	0	1
gene_2769	7	0	1	0	0	0	0	0	9
gene_2770	11	4	0	5	3	1	4	5	12
gene_2771	74	123	62	43	229	250	92	126	126
gene_2772	9	6	4	3	5	6	11	8	2
gene_2773	67	56	53	45	65	59	61	80	82
gene_2774	2	4	0	6	1	1	3	15	6
gene_2775	22	24	19	5	2	9	7	9	8
gene_2776	20	47	53	44	23	28	37	33	48
gene_2777	6	11	12	6	4	9	14	8	24
gene_2778	17	24	39	25	38	9	28	30	27
gene_2779	181	129	23	64	278	134	261	69	210
gene_2780	58	32	44	56	84	42	28	57	47
gene_2781	12	0	7	0	0	2	1	0	0
gene_2782	23	22	49	21	23	25	29	28	23
gene_2783	71	81	81	70	97	72	55	75	57
gene_2784	40	23	33	31	37	35	25	25	27
gene_2785	4	2	0	2	0	0	0	0	3
gene_2786	41	45	29	39	48	43	41	37	14
gene_2787	116	67	46	73	136	169	109	99	48
gene_2788	8	4	1	5	10	1	2	4	6
gene_2789	67	36	83	28	69	42	45	85	44
gene_2790	18	62	275	4	267	42	64	33	60
gene_2791	55	31	16	17	19	42	12	24	15
gene_2792	48	32	60	23	26	49	37	32	48
gene_2793	45	46	45	54	82	78	59	52	79
gene_2794	106	104	110	110	97	110	143	114	101
gene_2795	1	1	3	0	0	0	0	0	0
gene_2796	45	44	29	22	12	35	23	7	36
gene_2797	24	10	20	13	12	17	13	23	17
gene_2798	0	1	0	0	0	1	1	0	0
gene_2799	5	17	42	9	59	24	25	41	43
gene_2800	155	104	65	400	204	233	314	207	157
gene_2801	146	205	487	427	146	288	120	222	171
gene_2802	0	0	0	1	3	0	0	0	0
gene_2803	10	1	3	9	3	14	3	1	4
gene_2804	25	37	21	32	34	25	24	80	32
gene_2805	4	0	0	0	0	0	0	2	4
gene_2806	0	5	61	13	2	2	37	3	2
gene_2807	165	135	155	88	116	144	151	165	98
gene_2808	133	166	177	201	204	150	158	173	134
gene_2809	26	20	24	20	16	24	14	22	29
gene_2810	0	0	0	1	0	1	3	0	0
gene_2811	9	10	5	16	1	1	9	4	6
gene_2812	23	26	15	14	19	12	23	20	36
gene_2813	2	1	8	4	1	2	0	0	0
gene_2814	10	1	6	3	5	5	2	5	11
gene_2815	2590	5857	3876	6698	1579	2659	16537	4780	2786
gene_2816	125	139	146	76	165	205	155	172	118
gene_2817	0	8	9	8	0	0	15	37	24
gene_2818	4	21	35	27	25	16	20	25	19
gene_2819	0	11	13	10	5	1	2	3	0
gene_2820	19	19	17	25	19	26	20	31	15
gene_2821	0	0	1	0	0	0	0	0	0
gene_2822	0	0	0	0	1	0	0	1	8
gene_2823	101	81	94	86	101	80	86	119	89
gene_2824	3	0	0	0	0	0	0	1	1
gene_2825	35	32	51	36	37	29	38	35	37
gene_2826	0	0	0	35	22	7	76	0	2
gene_2827	0	1	1	5	2	0	0	1	0
gene_2828	18	23	34	9	9	47	16	15	15
gene_2829	14	2	0	30	2	8	1	0	3
gene_2830	98	98	100	140	130	115	128	105	101
gene_2831	0	0	0	0	1	10	0	0	0
gene_2832	0	5	16	0	3	14	3	4	0
gene_2833	33	29	29	25	29	30	24	24	26
gene_2834	1	0	0	7	0	1	0	4	2
gene_2835	0	2	0	0	2	0	14	0	2
gene_2836	1	0	2	1	0	1	1	0	1
gene_2837	128	63	81	93	122	137	69	73	74
gene_2838	35	33	17	10	4	9	0	27	8
gene_2839	40	20	30	19	42	15	65	59	19
gene_2840	269	375	265	522	402	295	578	307	350
gene_2841	3	11	20	17	13	17	16	8	10
gene_2842	11	28	5	0	35	0	1	2	1
gene_2843	95	128	73	68	121	148	103	81	96
gene_2844	62	84	51	52	56	53	43	63	44
